:SRC_VID(string),:DST_VID(string),with_pinyin.position:int
鳌头独占,ao2,0
鳌头独占,tou2,1
鳌头独占,du2,2
鳌头独占,zhan4,3
鳌掷鲸呿,ao2,0
鳌掷鲸呿,zhi4,1
鳌掷鲸呿,jing1,2
鳌掷鲸呿,qu4,3
鳌掷鲸吞,ao2,0
鳌掷鲸吞,zhi4,1
鳌掷鲸吞,jing1,2
鳌掷鲸吞,tun1,3
傲不可长,ao4,0
傲不可长,bu4,1
傲不可长,ke3,2
傲不可长,zhang3,3
傲骨嶙嶙,ao4,0
傲骨嶙嶙,gu3,1
傲骨嶙嶙,lin2,2
傲骨嶙嶙,lin2,3
傲慢不逊,ao4,0
傲慢不逊,man4,1
傲慢不逊,bu4,2
傲慢不逊,xun4,3
傲慢少礼,ao4,0
傲慢少礼,man4,1
傲慢少礼,shao3,2
傲慢少礼,li3,3
傲慢无礼,ao4,0
傲慢无礼,man4,1
傲慢无礼,wu2,2
傲慢无礼,li3,3
傲睨得志,ao4,0
傲睨得志,ni4,1
傲睨得志,de2,2
傲睨得志,zhi4,3
傲睨万物,ao4,0
傲睨万物,ni4,1
傲睨万物,wan4,2
傲睨万物,wu4,3
傲睨一切,ao4,0
傲睨一切,ni4,1
傲睨一切,yi1,2
傲睨一切,qie4,3
傲睨一世,ao4,0
傲睨一世,ni4,1
傲睨一世,yi1,2
傲睨一世,shi4,3
傲睨自若,ao4,0
傲睨自若,ni4,1
傲睨自若,zi4,2
傲睨自若,ruo4,3
傲然挺立,ao4,0
傲然挺立,ran2,1
傲然挺立,ting3,2
傲然挺立,li4,3
傲然屹立,ao4,0
傲然屹立,ran2,1
傲然屹立,yi4,2
傲然屹立,li4,3
傲世轻物,ao4,0
傲世轻物,shi4,1
傲世轻物,qing1,2
傲世轻物,wu4,3
傲霜斗雪,ao4,0
傲霜斗雪,shuang1,1
傲霜斗雪,dou4,2
傲霜斗雪,xue3,3
傲头傲脑,ao4,0
傲头傲脑,tou2,1
傲头傲脑,ao4,2
傲头傲脑,nao3,3
傲贤慢士,ao4,0
傲贤慢士,xian2,1
傲贤慢士,man4,2
傲贤慢士,shi4,3
傲雪凌霜,ao4,0
傲雪凌霜,xue3,1
傲雪凌霜,ling2,2
傲雪凌霜,shuang1,3
傲雪欺霜,ao4,0
傲雪欺霜,xue3,1
傲雪欺霜,qi1,2
傲雪欺霜,shuang1,3
奥妙无穷,ao4,0
奥妙无穷,miao4,1
奥妙无穷,wu2,2
奥妙无穷,qiong2,3
奥援有灵,ao4,0
奥援有灵,yuan2,1
奥援有灵,you3,2
奥援有灵,ling2,3
懊悔无及,ao4,0
懊悔无及,hui3,1
懊悔无及,wu2,2
懊悔无及,ji2,3
八百孤寒,ba1,0
八百孤寒,bai3,1
八百孤寒,gu1,2
八百孤寒,han2,3
八拜之交,ba1,0
八拜之交,bai4,1
八拜之交,zhi1,2
八拜之交,jiao1,3
八窗玲珑,ba1,0
八窗玲珑,chuang1,1
八窗玲珑,ling2,2
八窗玲珑,long2,3
八斗之才,ba1,0
八斗之才,dou3,1
八斗之才,zhi1,2
八斗之才,cai2,3
八方风雨,ba1,0
八方风雨,fang1,1
八方风雨,feng1,2
八方风雨,yu3,3
八方呼应,ba1,0
八方呼应,fang1,1
八方呼应,hu1,2
八方呼应,ying4,3
八方支持,ba1,0
八方支持,fang1,1
八方支持,zhi1,2
八方支持,chi2,3
八方支援,ba1,0
八方支援,fang1,1
八方支援,zhi1,2
八方支援,yuan2,3
八府巡按,ba1,0
八府巡按,fu3,1
八府巡按,xun2,2
八府巡按,an4,3
八纮同轨,ba1,0
八纮同轨,hong2,1
八纮同轨,tong2,2
八纮同轨,gui3,3
八荒之外,ba1,0
八荒之外,huang1,1
八荒之外,zhi1,2
八荒之外,wai4,3
八街九陌,ba1,0
八街九陌,jie1,1
八街九陌,jiu3,2
八街九陌,mo4,3
八面见光,ba1,0
八面见光,mian4,1
八面见光,jian4,2
八面见光,guang1,3
八面玲珑,ba1,0
八面玲珑,mian4,1
八面玲珑,ling2,2
八面玲珑,long2,3
八面驶风,ba1,0
八面驶风,mian4,1
八面驶风,shi3,2
八面驶风,feng1,3
八面受敌,ba1,0
八面受敌,mian4,1
八面受敌,shou4,2
八面受敌,di2,3
八面威风,ba1,0
八面威风,mian4,1
八面威风,wei1,2
八面威风,feng1,3
八面莹澈,ba1,0
八面莹澈,mian4,1
八面莹澈,ying2,2
八面莹澈,che4,3
八面圆通,ba1,0
八面圆通,mian4,1
八面圆通,yuan2,2
八面圆通,tong1,3
八面张罗,ba1,0
八面张罗,mian4,1
八面张罗,zhang1,2
八面张罗,luo,3
八难三灾,ba1,0
八难三灾,nan4,1
八难三灾,san1,2
八难三灾,zai1,3
八万四千,ba1,0
八万四千,wan4,1
八万四千,si4,2
八万四千,qian1,3
八仙过海,ba1,0
八仙过海,xian1,1
八仙过海,guo4,2
八仙过海,hai3,3
八音迭奏,ba1,0
八音迭奏,yin1,1
八音迭奏,die2,2
八音迭奏,zou4,3
八音遏密,ba1,0
八音遏密,yin1,1
八音遏密,e4,2
八音遏密,mi4,3
八珍玉食,ba1,0
八珍玉食,zhen1,1
八珍玉食,yu4,2
八珍玉食,shi2,3
八字打开,ba1,0
八字打开,zi4,1
八字打开,da3,2
八字打开,kai1,3
巴巴急急,ba1,0
巴巴急急,ba1,1
巴巴急急,ji2,2
巴巴急急,ji2,3
巴巴劫劫,ba1,0
巴巴劫劫,ba1,1
巴巴劫劫,jie2,2
巴巴劫劫,jie2,3
巴巴结结,ba1,0
巴巴结结,ba1,1
巴巴结结,jie1,2
巴巴结结,jie1,3
巴高望上,ba1,0
巴高望上,gao1,1
巴高望上,wang4,2
巴高望上,shang4,3
巴高枝儿,ba1,0
巴高枝儿,gao1,1
巴高枝儿,zhi1,2
巴高枝儿,er2,3
巴前算后,ba1,0
巴前算后,qian2,1
巴前算后,suan4,2
巴前算后,hou4,3
巴人下里,ba1,0
巴人下里,ren2,1
巴人下里,xia4,2
巴人下里,li3,3
巴三览四,ba1,0
巴三览四,san1,1
巴三览四,lan3,2
巴三览四,si4,3
巴三揽四,ba1,0
巴三揽四,san1,1
巴三揽四,lan3,2
巴三揽四,si4,3
巴山度岭,ba1,0
巴山度岭,shan1,1
巴山度岭,du4,2
巴山度岭,ling3,3
巴山蜀水,ba1,0
巴山蜀水,shan1,1
巴山蜀水,shu3,2
巴山蜀水,shui3,3
巴山夜雨,ba1,0
巴山夜雨,shan1,1
巴山夜雨,ye4,2
巴山夜雨,yu3,3
巴山越岭,ba1,0
巴山越岭,shan1,1
巴山越岭,yue4,2
巴山越岭,ling3,3
巴头探脑,ba1,0
巴头探脑,tou2,1
巴头探脑,tan4,2
巴头探脑,nao3,3
扒耳搔腮,pa2,0
扒耳搔腮,er3,1
扒耳搔腮,sao1,2
扒耳搔腮,sai1,3
扒高踩低,ba1,0
扒高踩低,gao1,1
扒高踩低,cai3,2
扒高踩低,di1,3
抜格不入,han4,0
抜格不入,ge2,1
抜格不入,bu4,2
抜格不入,ru4,3
拔本塞原,ba2,0
拔本塞原,ben3,1
拔本塞原,se4,2
拔本塞原,yuan2,3
拔本塞源,ba2,0
拔本塞源,ben3,1
拔本塞源,se4,2
拔本塞源,yuan2,3
拔丛出类,ba2,0
拔丛出类,cong2,1
拔丛出类,chu1,2
拔丛出类,lei4,3
拔萃出类,ba2,0
拔萃出类,cui4,1
拔萃出类,chu1,2
拔萃出类,lei4,3
拔萃出群,ba2,0
拔萃出群,cui4,1
拔萃出群,chu1,2
拔萃出群,qun2,3
拔刀相向,ba2,0
拔刀相向,dao1,1
拔刀相向,xiang1,2
拔刀相向,xiang4,3
拔刀相助,ba2,0
拔刀相助,dao1,1
拔刀相助,xiang1,2
拔刀相助,zhu4,3
拔地参天,ba2,0
拔地参天,di4,1
拔地参天,can1,2
拔地参天,tian1,3
拔地摇山,ba2,0
拔地摇山,di4,1
拔地摇山,yao2,2
拔地摇山,shan1,3
拔地倚天,ba2,0
拔地倚天,di4,1
拔地倚天,yi3,2
拔地倚天,tian1,3
拔丁抽楔,ba2,0
拔丁抽楔,ding1,1
拔丁抽楔,chou1,2
拔丁抽楔,xie1,3
拔锅卷席,ba2,0
拔锅卷席,guo1,1
拔锅卷席,juan3,2
拔锅卷席,xi2,3
拔剑论功,ba2,0
拔剑论功,jian4,1
拔剑论功,lun4,2
拔剑论功,gong1,3
拔葵啖枣,ba2,0
拔葵啖枣,kui2,1
拔葵啖枣,dan4,2
拔葵啖枣,zao3,3
拔葵去织,ba2,0
拔葵去织,kui2,1
拔葵去织,qu4,2
拔葵去织,zhi1,3
拔来报往,ba2,0
拔来报往,lai2,1
拔来报往,fu4,2
拔来报往,wang3,3
拔类超群,ba2,0
拔类超群,lei4,1
拔类超群,chao1,2
拔类超群,qun2,3
拔毛济世,ba2,0
拔毛济世,mao2,1
拔毛济世,ji4,2
拔毛济世,shi4,3
拔毛连茹,ba2,0
拔毛连茹,mao2,1
拔毛连茹,lian2,2
拔毛连茹,ru2,3
拔茅连茹,ba2,0
拔茅连茹,mao2,1
拔茅连茹,lian2,2
拔茅连茹,ru2,3
拔苗助长,ba2,0
拔苗助长,miao2,1
拔苗助长,zhu4,2
拔苗助长,zhang3,3
拔群出萃,ba2,0
拔群出萃,qun2,1
拔群出萃,chu1,2
拔群出萃,cui4,3
拔山超海,ba2,0
拔山超海,shan1,1
拔山超海,chao1,2
拔山超海,hai3,3
拔山盖世,ba2,0
拔山盖世,shan1,1
拔山盖世,gai4,2
拔山盖世,shi4,3
拔山举鼎,ba2,0
拔山举鼎,shan1,1
拔山举鼎,ju3,2
拔山举鼎,ding3,3
拔山扛鼎,ba2,0
拔山扛鼎,shan1,1
拔山扛鼎,gang1,2
拔山扛鼎,ding3,3
拔十得五,ba2,0
拔十得五,shi2,1
拔十得五,de2,2
拔十得五,wu3,3
拔十失五,ba2,0
拔十失五,shi2,1
拔十失五,shi1,2
拔十失五,wu3,3
拔树撼山,ba2,0
拔树撼山,shu4,1
拔树撼山,han4,2
拔树撼山,shan1,3
拔树搜根,ba2,0
拔树搜根,shu4,1
拔树搜根,sou1,2
拔树搜根,gen1,3
拔树寻根,ba2,0
拔树寻根,shu4,1
拔树寻根,xun2,2
拔树寻根,gen1,3
拔犀擢象,ba2,0
拔犀擢象,xi1,1
拔犀擢象,zhuo2,2
拔犀擢象,xiang4,3
拔辖投井,ba2,0
拔辖投井,xia2,1
拔辖投井,tou2,2
拔辖投井,jing3,3
拔新领异,ba2,0
拔新领异,xin1,1
拔新领异,ling3,2
拔新领异,yi4,3
拔宅飞升,ba2,0
拔宅飞升,zhai2,1
拔宅飞升,fei1,2
拔宅飞升,sheng1,3
拔宅上升,ba2,0
拔宅上升,zhai2,1
拔宅上升,shang4,2
拔宅上升,sheng1,3
拔赵易汉,ba2,0
拔赵易汉,zhao4,1
拔赵易汉,yi4,2
拔赵易汉,han4,3
拔帜树帜,ba2,0
拔帜树帜,zhi4,1
拔帜树帜,shu4,2
拔帜树帜,zhi4,3
拔帜易帜,ba2,0
拔帜易帜,zhi4,1
拔帜易帜,yi4,2
拔帜易帜,zhi4,3
跋胡痜尾,ba2,0
跋胡痜尾,hu2,1
跋胡痜尾,zhi4,2
跋胡痜尾,wei3,3
跋扈飞扬,ba2,0
跋扈飞扬,hu4,1
跋扈飞扬,fei1,2
跋扈飞扬,yang2,3
跋扈自恣,ba2,0
跋扈自恣,hu4,1
跋扈自恣,zi4,2
跋扈自恣,zi4,3
跋扈恣睢,ba2,0
跋扈恣睢,hu4,1
跋扈恣睢,zi4,2
跋扈恣睢,sui1,3
跋来报往,ba2,0
跋来报往,lai2,1
跋来报往,fu4,2
跋来报往,wang3,3
跋履山川,ba2,0
跋履山川,lv3,1
跋履山川,shan1,2
跋履山川,chuan1,3
跋前踕后,ba2,0
跋前踕后,qian2,1
跋前踕后,jie2,2
跋前踕后,hou4,3
跋前痜后,ba2,0
跋前痜后,qian2,1
跋前痜后,zhi4,2
跋前痜后,hou4,3
跋前踬后,ba2,0
跋前踬后,qian2,1
跋前踬后,zhi4,2
跋前踬后,hou4,3
仓颉造字,cang1,0
仓颉造字,jie2,1
仓颉造字,zao4,2
仓颉造字,zi4,3
跋山涉川,ba2,0
跋山涉川,shan1,1
跋山涉川,she4,2
跋山涉川,chuan1,3
跋山涉水,ba2,0
跋山涉水,shan1,1
跋山涉水,she4,2
跋山涉水,shui3,3
跋涉山川,ba2,0
跋涉山川,she4,1
跋涉山川,shan1,2
跋涉山川,chuan1,3
把臂入林,ba3,0
把臂入林,bi4,1
把臂入林,ru4,2
把臂入林,lin2,3
把臂徐去,ba3,0
把臂徐去,bi4,1
把臂徐去,xu2,2
把臂徐去,qu4,3
把持不定,ba3,0
把持不定,chi2,1
把持不定,bu4,2
把持不定,ding4,3
把饭叫饥,ba3,0
把饭叫饥,fan4,1
把饭叫饥,jiao4,2
把饭叫饥,ji1,3
把酒持螯,ba3,0
把酒持螯,jiu3,1
把酒持螯,chi2,2
把酒持螯,ao2,3
把素持斋,ba3,0
把素持斋,su4,1
把素持斋,chi2,2
把素持斋,zhai1,3
把玩无厌,ba3,0
把玩无厌,wan2,1
把玩无厌,wu3,2
把玩无厌,yan4,3
把薪助火,ba3,0
把薪助火,xin1,1
把薪助火,zhu4,2
把薪助火,huo3,3
罢黜百家,ba1,0
罢黜百家,chu4,1
罢黜百家,bai3,2
罢黜百家,jia1,3
霸道横行,ba4,0
霸道横行,dao4,1
霸道横行,heng2,2
霸道横行,xing2,3
霸陵醉尉,ba4,0
霸陵醉尉,ling2,1
霸陵醉尉,zui4,2
霸陵醉尉,wei4,3
霸王别姬,ba4,0
霸王别姬,wang2,1
霸王别姬,bie2,2
霸王别姬,ji1,3
霸王风月,ba4,0
霸王风月,wang2,1
霸王风月,feng1,2
霸王风月,yue4,3
白白朱朱,bai2,0
白白朱朱,bai2,1
白白朱朱,zhu1,2
白白朱朱,zhu1,3
白璧青蝇,bai2,0
白璧青蝇,bi4,1
白璧青蝇,qing1,2
白璧青蝇,ying2,3
白璧三献,bai2,0
白璧三献,bi4,1
白璧三献,san1,2
白璧三献,xian4,3
白璧微瑕,bai2,0
白璧微瑕,bi4,1
白璧微瑕,wei1,2
白璧微瑕,xia2,3
白璧无瑕,bai2,0
白璧无瑕,bi4,1
白璧无瑕,wu2,2
白璧无瑕,xia2,3
白草黄云,bai2,0
白草黄云,cao3,1
白草黄云,huang2,2
白草黄云,yun2,3
白齿青眉,bai2,0
白齿青眉,chi3,1
白齿青眉,qing1,2
白齿青眉,mei2,3
白藋同心,bai2,0
白藋同心,diao4,1
白藋同心,tong2,2
白藋同心,xin1,3
白丁俗客,bai2,0
白丁俗客,ding1,1
白丁俗客,su2,2
白丁俗客,ke4,3
白发苍苍,bai2,0
白发苍苍,fa4,1
白发苍苍,cang1,2
白发苍苍,cang1,3
白发苍颜,bai2,0
白发苍颜,fa4,1
白发苍颜,cang1,2
白发苍颜,yan2,3
白发丹心,bai2,0
白发丹心,fa4,1
白发丹心,dan1,2
白发丹心,xin1,3
白发红颜,bai2,0
白发红颜,fa4,1
白发红颜,hong2,2
白发红颜,yan2,3
白发千丈,bai2,0
白发千丈,fa4,1
白发千丈,qian1,2
白发千丈,zhang4,3
白发青衫,bai2,0
白发青衫,fa4,1
白发青衫,qing1,2
白发青衫,shan1,3
白发朱颜,bai2,0
白发朱颜,fa4,1
白发朱颜,zhu1,2
白发朱颜,yan2,3
白饭青刍,bai2,0
白饭青刍,fan4,1
白饭青刍,qing1,2
白饭青刍,chu2,3
白骨露野,bai2,0
白骨露野,gu3,1
白骨露野,lu4,2
白骨露野,ye3,3
白骨再肉,bai2,0
白骨再肉,gu3,1
白骨再肉,zai4,2
白骨再肉,rou4,3
白圭之玷,bai2,0
白圭之玷,gui1,1
白圭之玷,zhi1,2
白圭之玷,dian4,3
白黑不分,bai2,0
白黑不分,hei1,1
白黑不分,bu4,2
白黑不分,fen1,3
白黑颠倒,bai2,0
白黑颠倒,hei1,1
白黑颠倒,dian1,2
白黑颠倒,dao3,3
白黑分明,bai2,0
白黑分明,hei1,1
白黑分明,fen1,2
白黑分明,ming2,3
白虹贯日,bai2,0
白虹贯日,hong2,1
白虹贯日,guan4,2
白虹贯日,ri4,3
白华之怨,bai2,0
白华之怨,hua2,1
白华之怨,zhi1,2
白华之怨,yuan4,3
白话八股,bai2,0
白话八股,hua4,1
白话八股,ba1,2
白话八股,gu3,3
白袷蓝衫,bai2,0
白袷蓝衫,jia2,1
白袷蓝衫,lan2,2
白袷蓝衫,shan1,3
白驹过隙,bai2,0
白驹过隙,ju1,1
白驹过隙,guo4,2
白驹过隙,xi4,3
白驹空谷,bai2,0
白驹空谷,ju1,1
白驹空谷,kong1,2
白驹空谷,gu3,3
白蜡明经,bai2,0
白蜡明经,la4,1
白蜡明经,ming2,2
白蜡明经,jing1,3
白浪掀天,bai2,0
白浪掀天,lang4,1
白浪掀天,xian1,2
白浪掀天,tian1,3
白龙鱼服,bai2,0
白龙鱼服,long2,1
白龙鱼服,yu2,2
白龙鱼服,fu2,3
白旄黄钺,bai2,0
白旄黄钺,mao2,1
白旄黄钺,huang2,2
白旄黄钺,yue4,3
白眉赤眼,bai2,0
白眉赤眼,mei2,1
白眉赤眼,chi4,2
白眉赤眼,yan3,3
白面儒冠,bai2,0
白面儒冠,mian4,1
白面儒冠,ru2,2
白面儒冠,guan1,3
白面儒生,bai2,0
白面儒生,mian4,1
白面儒生,ru2,2
白面儒生,sheng1,3
白面书郎,bai2,0
白面书郎,mian4,1
白面书郎,shu1,2
白面书郎,lang2,3
白面书生,bai2,0
白面书生,mian4,1
白面书生,shu1,2
白面书生,sheng1,3
白帢青衫,bai2,0
白帢青衫,jia2,1
白帢青衫,qing1,2
白帢青衫,shan1,3
白日飞升,bai2,0
白日飞升,ri4,1
白日飞升,fei1,2
白日飞升,sheng1,3
白日见鬼,bai2,0
白日见鬼,ri4,1
白日见鬼,jian4,2
白日见鬼,gui3,3
白日青天,bai2,0
白日青天,ri4,1
白日青天,qing1,2
白日青天,tian1,3
白日上升,bai2,0
白日上升,ri4,1
白日上升,shang4,2
白日上升,sheng1,3
白日升天,bai2,0
白日升天,ri4,1
白日升天,sheng1,2
白日升天,tian1,3
白日绣衣,bai2,0
白日绣衣,ri4,1
白日绣衣,xiu4,2
白日绣衣,yi1,3
白日衣绣,bai2,0
白日衣绣,ri4,1
白日衣绣,yi4,2
白日衣绣,xiu4,3
白日作梦,bai2,0
白日作梦,ri4,1
白日作梦,zuo4,2
白日作梦,meng4,3
白日做梦,bai2,0
白日做梦,ri4,1
白日做梦,zuo4,2
白日做梦,meng4,3
白色恐怖,bai2,0
白色恐怖,se4,1
白色恐怖,kong3,2
白色恐怖,bu4,3
白山黑水,bai2,0
白山黑水,shan1,1
白山黑水,hei1,2
白山黑水,shui3,3
白手成家,bai2,0
白手成家,shou3,1
白手成家,cheng2,2
白手成家,jia1,3
白手空拳,bai2,0
白手空拳,shou3,1
白手空拳,kong1,2
白手空拳,quan2,3
白手起家,bai2,0
白手起家,shou3,1
白手起家,qi3,2
白手起家,jia1,3
白手兴家,bai2,0
白手兴家,shou3,1
白手兴家,xing1,2
白手兴家,jia1,3
白首北面,bai2,0
白首北面,shou3,1
白首北面,bei3,2
白首北面,mian4,3
白首不渝,bai2,0
白首不渝,shou3,1
白首不渝,bu4,2
白首不渝,yu2,3
白首空归,bai2,0
白首空归,shou3,1
白首空归,kong1,2
白首空归,gui1,3
白首齐眉,bai2,0
白首齐眉,shou3,1
白首齐眉,qi2,2
白首齐眉,mei2,3
白首穷经,bai2,0
白首穷经,shou3,1
白首穷经,qiong2,2
白首穷经,jing1,3
白首如新,bai2,0
白首如新,shou3,1
白首如新,ru2,2
白首如新,xin1,3
白首同归,bai2,0
白首同归,shou3,1
白首同归,tong2,2
白首同归,gui1,3
白首为郎,bai2,0
白首为郎,shou3,1
白首为郎,wei2,2
白首为郎,lang2,3
白首相知,bai2,0
白首相知,shou3,1
白首相知,xiang1,2
白首相知,zhi1,3
白首相庄,bai2,0
白首相庄,shou3,1
白首相庄,xiang1,2
白首相庄,zhuang1,3
白首一节,bai2,0
白首一节,shou3,1
白首一节,yi1,2
白首一节,jie2,3
白首之心,bai2,0
白首之心,shou3,1
白首之心,zhi1,2
白首之心,xin1,3
白水鉴心,bai2,0
白水鉴心,shui3,1
白水鉴心,jian4,2
白水鉴心,xin1,3
白叟黄童,bai2,0
白叟黄童,sou3,1
白叟黄童,huang2,2
白叟黄童,tong2,3
白天见鬼,bai2,0
白天见鬼,tian1,1
白天见鬼,jian4,2
白天见鬼,gui3,3
白头不终,bai2,0
白头不终,tou2,1
白头不终,bu4,2
白头不终,zhong1,3
白头到老,bai2,0
白头到老,tou2,1
白头到老,dao4,2
白头到老,lao3,3
白头而新,bai2,0
白头而新,tou2,1
白头而新,er2,2
白头而新,xin1,3
白头如新,bai2,0
白头如新,tou2,1
白头如新,ru2,2
白头如新,xin1,3
白头相并,bai2,0
白头相并,tou2,1
白头相并,xiang1,2
白头相并,bing4,3
白头相守,bai2,0
白头相守,tou2,1
白头相守,xiang1,2
白头相守,shou3,3
白头偕老,bai2,0
白头偕老,tou2,1
白头偕老,xie2,2
白头偕老,lao3,3
白头之叹,bai2,0
白头之叹,tou2,1
白头之叹,zhi1,2
白头之叹,tan4,3
白兔赤乌,bai2,0
白兔赤乌,tu4,1
白兔赤乌,chi4,2
白兔赤乌,wu1,3
白往黑来,bai2,0
白往黑来,wang3,1
白往黑来,hei1,2
白往黑来,lai2,3
白屋寒门,bai2,0
白屋寒门,wu1,1
白屋寒门,han2,2
白屋寒门,men2,3
白屋之士,bai2,0
白屋之士,wu1,1
白屋之士,zhi1,2
白屋之士,shi4,3
白雪皑皑,bai2,0
白雪皑皑,xue3,1
白雪皑皑,ai2,2
白雪皑皑,ai2,3
白雪难和,bai2,0
白雪难和,xue3,1
白雪难和,nan2,2
白雪难和,he2,3
白雪阳春,bai2,0
白雪阳春,xue3,1
白雪阳春,yang2,2
白雪阳春,chun1,3
白眼相看,bai2,0
白眼相看,yan3,1
白眼相看,xiang1,2
白眼相看,kan4,3
白衣苍狗,bai2,0
白衣苍狗,yi1,1
白衣苍狗,cang1,2
白衣苍狗,gou3,3
白衣公卿,bai2,0
白衣公卿,yi1,1
白衣公卿,gong1,2
白衣公卿,qing1,3
白衣卿相,bai2,0
白衣卿相,yi1,1
白衣卿相,qing1,2
白衣卿相,xiang4,3
白衣秀士,bai2,0
白衣秀士,yi1,1
白衣秀士,xiu4,2
白衣秀士,shi4,3
白衣宰相,bai2,0
白衣宰相,yi1,1
白衣宰相,zai3,2
白衣宰相,xiang4,3
白蚁争穴,bai2,0
白蚁争穴,yi3,1
白蚁争穴,zheng1,2
白蚁争穴,xue2,3
白鱼赤乌,bai2,0
白鱼赤乌,yu2,1
白鱼赤乌,chi4,2
白鱼赤乌,wu1,3
白鱼登舟,bai2,0
白鱼登舟,yu2,1
白鱼登舟,deng1,2
白鱼登舟,zhou1,3
白鱼入舟,bai2,0
白鱼入舟,yu2,1
白鱼入舟,ru4,2
白鱼入舟,zhou1,3
白玉微瑕,bai2,0
白玉微瑕,yu4,1
白玉微瑕,wei1,2
白玉微瑕,xia2,3
白玉无瑕,bai2,0
白玉无瑕,yu4,1
白玉无瑕,wu2,2
白玉无瑕,xia2,3
白云苍狗,bai2,0
白云苍狗,yun2,1
白云苍狗,cang1,2
白云苍狗,gou3,3
白云孤飞,bai2,0
白云孤飞,yun2,1
白云孤飞,gu1,2
白云孤飞,fei1,3
白云亲舍,bai2,0
白云亲舍,yun2,1
白云亲舍,qin1,2
白云亲舍,she4,3
白纸黑字,bai2,0
白纸黑字,zhi3,1
白纸黑字,hei1,2
白纸黑字,zi4,3
百般刁难,bai3,0
百般刁难,ban1,1
百般刁难,diao1,2
百般刁难,nan4,3
百般奉承,bai3,0
百般奉承,ban1,1
百般奉承,feng4,2
百般奉承,cheng2,3
百般抚慰,bai3,0
百般抚慰,ban1,1
百般抚慰,fu3,2
百般抚慰,wei4,3
百般折磨,bai3,0
百般折磨,ban1,1
百般折磨,zhe2,2
百般折磨,mo2,3
百宝万货,bai3,0
百宝万货,bao3,1
百宝万货,wan4,2
百宝万货,huo4,3
百弊丛生,bai3,0
百弊丛生,bi4,1
百弊丛生,cong2,2
百弊丛生,sheng1,3
百不当一,bai3,0
百不当一,bu4,1
百不当一,dang1,2
百不当一,yi1,3
百不获一,bai3,0
百不获一,bu4,1
百不获一,huo4,2
百不获一,yi1,3
百不失一,bai3,0
百不失一,bu4,1
百不失一,shi1,2
百不失一,yi1,3
百不一存,bai3,0
百不一存,bu4,1
百不一存,yi1,2
百不一存,cun2,3
百不一贷,bai3,0
百不一贷,bu4,1
百不一贷,yi1,2
百不一贷,dai4,3
百不一遇,bai3,0
百不一遇,bu4,1
百不一遇,yi1,2
百不一遇,yu4,3
百步穿杨,bai3,0
百步穿杨,bu4,1
百步穿杨,chuan1,2
百步穿杨,yang2,3
百城之富,bai3,0
百城之富,cheng2,1
百城之富,zhi1,2
百城之富,fu4,3
百尺竿头,bai3,0
百尺竿头,chi3,1
百尺竿头,gan1,2
百尺竿头,tou2,3
百尺无枝,bai3,0
百尺无枝,chi3,1
百尺无枝,wu2,2
百尺无枝,zhi1,3
百川朝海,bai3,0
百川朝海,chuan1,1
百川朝海,chao2,2
百川朝海,hai3,3
百川赴海,bai3,0
百川赴海,chuan1,1
百川赴海,fu4,2
百川赴海,hai3,3
百川归海,bai3,0
百川归海,chuan1,1
百川归海,gui1,2
百川归海,hai3,3
百辞莫辩,bai3,0
百辞莫辩,ci2,1
百辞莫辩,mo4,2
百辞莫辩,bian4,3
百代过客,bai3,0
百代过客,dai4,1
百代过客,guo4,2
百代过客,ke4,3
百代文宗,bai3,0
百代文宗,dai4,1
百代文宗,wen2,2
百代文宗,zong1,3
百读不厌,bai3,0
百读不厌,du2,1
百读不厌,bu4,2
百读不厌,yan4,3
百堵皆作,bai3,0
百堵皆作,du3,1
百堵皆作,jie1,2
百堵皆作,zuo4,3
百端待举,bai3,0
百端待举,duan1,1
百端待举,dai4,2
百端待举,ju3,3
百端交集,bai3,0
百端交集,duan1,1
百端交集,jiao1,2
百端交集,ji2,3
百堕俱举,bai3,0
百堕俱举,hui1,1
百堕俱举,ju4,2
百堕俱举,ju3,3
百二关河,bai3,0
百二关河,er4,1
百二关河,guan1,2
百二关河,he2,3
百二河山,bai3,0
百二河山,er4,1
百二河山,he2,2
百二河山,shan1,3
百二金瓯,bai3,0
百二金瓯,er4,1
百二金瓯,jin1,2
百二金瓯,ou1,3
百二山川,bai3,0
百二山川,er4,1
百二山川,shan1,2
百二山川,chuan1,3
百二山河,bai3,0
百二山河,er4,1
百二山河,shan1,2
百二山河,he2,3
百发百中,bai3,0
百发百中,fa1,1
百发百中,bai3,2
百发百中,zhong4,3
